"filename", "language", "C++", "comment", "blank", "total"
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/1344A.cpp", "C++", 33, 0, 3, 36
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/1348C.cpp", "C++", 30, 0, 3, 33
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/1353D.cpp", "C++", 48, 0, 4, 52
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/1369C.cpp", "C++", 41, 0, 3, 44
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/1374D.cpp", "C++", 39, 0, 3, 42
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/1692G.cpp", "C++", 31, 0, 3, 34
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/276C.cpp", "C++", 32, 0, 2, 34
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/580B.cpp", "C++", 35, 0, 2, 37
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/sort/977D.cpp", "C++", 50, 0, 3, 53
"/home/kapusta/Документы/programming_tasks/inform/itog1/a.cpp", "C++", 31, 0, 2, 33
"/home/kapusta/Документы/programming_tasks/inform/itog1/b.cpp", "C++", 45, 0, 2, 47
"/home/kapusta/Документы/programming_tasks/inform/itog1/c.cpp", "C++", 20, 0, 2, 22
"/home/kapusta/Документы/programming_tasks/inform/itog1/d.cpp", "C++", 33, 0, 2, 35
"/home/kapusta/Документы/programming_tasks/inform/itog1/e.cpp", "C++", 34, 0, 2, 36
"/home/kapusta/Документы/programming_tasks/inform/str/a.cpp", "C++", 33, 0, 3, 36
"/home/kapusta/Документы/programming_tasks/inform/str/b.cpp", "C++", 31, 0, 3, 34
"/home/kapusta/Документы/programming_tasks/inform/str/c.cpp", "C++", 20, 0, 2, 22
"/home/kapusta/Документы/programming_tasks/inform/str/d.cpp", "C++", 21, 0, 2, 23
"/home/kapusta/Документы/programming_tasks/inform/str/e.cpp", "C++", 23, 0, 2, 25
"Total", "-", 630, 0, 48, 678
