"filename", "language", "C++", "comment", "blank", "total"
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2008C.cpp", "C++", 28, 0, 4, 32
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009A.cpp", "C++", 16, 0, 3, 19
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009B.cpp", "C++", 28, 0, 4, 32
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009E.cpp", "C++", 15, 0, 4, 19
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2010A.cpp", "C++", 23, 0, 3, 26
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2010B.cpp", "C++", 18, 0, 2, 20
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2010C1.cpp", "C++", 21, 1, 2, 24
"Total", "-", 149, 1, 22, 172
