"filename", "language", "C++", "comment", "blank", "total"
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/1658D1.cpp", "C++", 32, 0, 3, 35
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2059A.cpp", "C++", 40, 0, 3, 43
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2059B.cpp", "C++", 19, 0, 4, 23
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2065A.cpp", "C++", 20, 0, 3, 23
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2065B.cpp", "C++", 23, 0, 3, 26
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2065C1.cpp", "C++", 33, 0, 3, 36
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2065C2.cpp", "C++", 46, 0, 3, 49
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2065D.cpp", "C++", 54, 0, 4, 58
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2067A.cpp", "C++", 23, 0, 3, 26
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2067B.cpp", "C++", 33, 0, 3, 36
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2067C.cpp", "C++", 47, 0, 3, 50
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2067C2.cpp", "C++", 42, 0, 5, 47
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2067E.cpp", "C++", 19, 0, 4, 23
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/dp/126B.cpp", "C++", 44, 0, 2, 46
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/dp/466C.cpp", "C++", 37, 0, 2, 39
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/dp/474D.cpp", "C++", 26, 0, 2, 28
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/dp/977F.cpp", "C++", 37, 0, 2, 39
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1028C.cpp", "C++", 53, 0, 5, 58
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1096C.cpp", "C++", 31, 0, 4, 35
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1216C.cpp", "C++", 53, 0, 5, 58
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1307B.cpp", "C++", 23, 0, 3, 26
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1354C1.cpp", "C++", 24, 0, 3, 27
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1451D.cpp", "C++", 20, 0, 3, 23
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1486B.cpp", "C++", 60, 0, 3, 63
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1495A.cpp", "C++", 34, 0, 3, 37
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1550C.cpp", "C++", 40, 1, 3, 44
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1598D.cpp", "C++", 36, 0, 3, 39
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1616C.cpp", "C++", 38, 0, 3, 41
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1791B.cpp", "C++", 31, 0, 3, 34
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1795B.cpp", "C++", 29, 0, 3, 32
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1846D.cpp", "C++", 27, 0, 3, 30
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1850G.cpp", "C++", 38, 0, 3, 41
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1916D.cpp", "C++", 43, 0, 5, 48
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1934C.cpp", "C++", 30, 0, 3, 33
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1942C1.cpp", "C++", 25, 0, 3, 28
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/1971F.cpp", "C++", 48, 0, 3, 51
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/270A.cpp", "C++", 24, 0, 3, 27
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/407A.cpp", "C++", 56, 0, 3, 59
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/507B.cpp", "C++", 18, 0, 2, 20
"/home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/geom/514B.cpp", "C++", 34, 0, 1, 35
